batch_id,line_id,timestamp,shift,product_type,material_batch,operator_team,planned_units,actual_units,good_units,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption
B2026020420_L3,L3,2026-02-04 20:00:00,Evening,SUV Frame,MAT-0204-L3,Team A,205,206,195,74.87,3.403,96.5,60.9,173.7
B2026020500_L3,L3,2026-02-05 00:00:00,Night,Battery Module,MAT-0205-L3,Team D,207,205,196,77.03,3.45,99.22,60.9,173.96
B2026020504_L3,L3,2026-02-05 04:00:00,Night,Battery Module,MAT-0205-L3,Team A,203,199,189,78.12,3.504,100.34,61.01,174.35
B2026020508_L3,L3,2026-02-05 08:00:00,Day,Battery Module,MAT-0205-L3,Team B,237,232,226,75.71,3.371,99.47,61.16,174.52
B2026020512_L3,L3,2026-02-05 12:00:00,Day,Battery Module,MAT-0205-L3,Team C,182,172,158,74.48,3.387,97.15,61.41,173.78
B2026020516_L3,L3,2026-02-05 16:00:00,Evening,Battery Module,MAT-0205-L3,Team D,208,196,182,74.54,3.383,95.25,61.09,173.61
B2026020520_L3,L3,2026-02-05 20:00:00,Evening,Battery Module,MAT-0205-L3,Team A,215,203,191,74.35,3.442,96.98,61.04,174.04
B2026020600_L3,L3,2026-02-06 00:00:00,Night,Steering Column,MAT-0206-L3,Team D,198,197,185,76.9,3.485,99.3,61.08,174.07
B2026020604_L3,L3,2026-02-06 04:00:00,Night,Steering Column,MAT-0206-L3,Team A,227,223,213,78.24,3.515,100.44,60.99,174.3
B2026020608_L3,L3,2026-02-06 08:00:00,Day,Steering Column,MAT-0206-L3,Team B,224,211,203,75.84,3.41,99.36,60.97,174.18
B2026020612_L3,L3,2026-02-06 12:00:00,Day,Steering Column,MAT-0206-L3,Team C,226,210,203,74.1,3.349,96.64,60.87,173.59
B2026020616_L3,L3,2026-02-06 16:00:00,Evening,Steering Column,MAT-0206-L3,Team D,220,215,211,74.58,3.442,95.54,61.35,173.07
B2026020620_L3,L3,2026-02-06 20:00:00,Evening,Steering Column,MAT-0206-L3,Team A,221,213,202,74.85,3.459,96.56,61.45,174.69
B2026020700_L3,L3,2026-02-07 00:00:00,Night,SUV Frame,MAT-0207-L3,Team D,234,231,221,77.58,3.506,98.31,60.98,174.96
B2026020704_L3,L3,2026-02-07 04:00:00,Night,SUV Frame,MAT-0207-L3,Team A,187,183,174,77.96,3.52,100.15,61.47,174.87
B2026020708_L3,L3,2026-02-07 08:00:00,Day,SUV Frame,MAT-0207-L3,Team B,189,177,169,75.52,3.381,99.54,61.03,173.95
B2026020712_L3,L3,2026-02-07 12:00:00,Day,SUV Frame,MAT-0207-L3,Team C,238,237,223,74.22,3.367,96.71,60.87,173.73
B2026020716_L3,L3,2026-02-07 16:00:00,Evening,SUV Frame,MAT-0207-L3,Team D,227,226,213,74.33,3.468,95.43,60.81,173.75
B2026020720_L3,L3,2026-02-07 20:00:00,Evening,SUV Frame,MAT-0207-L3,Team A,195,187,176,74.93,3.487,96.65,61.42,174.48
B2026020800_L3,L3,2026-02-08 00:00:00,Night,Battery Module,MAT-0208-L3,Team D,195,190,175,77.5,3.575,98.2,60.62,174.04
B2026020804_L3,L3,2026-02-08 04:00:00,Night,Battery Module,MAT-0208-L3,Team A,205,194,187,78.29,3.579,100.23,61.22,174.51
B2026020808_L3,L3,2026-02-08 08:00:00,Day,Battery Module,MAT-0208-L3,Team B,200,196,184,75.77,3.402,99.3,61.64,174.18
B2026020812_L3,L3,2026-02-08 12:00:00,Day,Battery Module,MAT-0208-L3,Team C,188,174,170,74.54,3.36,97.48,61.06,173.42
B2026020816_L3,L3,2026-02-08 16:00:00,Evening,Battery Module,MAT-0208-L3,Team D,227,221,211,74.5,3.535,96.01,60.47,172.97
B2026020820_L3,L3,2026-02-08 20:00:00,Evening,Battery Module,MAT-0208-L3,Team A,192,178,171,74.93,3.501,96.66,61.71,174.22
B2026020900_L3,L3,2026-02-09 00:00:00,Night,Steering Column,MAT-0209-L3,Team D,190,189,178,77.61,3.525,98.79,61.9,174.78
B2026020904_L3,L3,2026-02-09 04:00:00,Night,Steering Column,MAT-0209-L3,Team A,191,178,166,78.12,3.551,99.77,61.46,174.62
B2026020908_L3,L3,2026-02-09 08:00:00,Day,Steering Column,MAT-0209-L3,Team B,194,182,177,75.78,3.44,99.06,61.54,173.45
B2026020912_L3,L3,2026-02-09 12:00:00,Day,Steering Column,MAT-0209-L3,Team C,199,192,187,74.52,3.428,96.42,61.44,174.03
B2026020916_L3,L3,2026-02-09 16:00:00,Evening,Steering Column,MAT-0209-L3,Team D,239,229,220,74.63,3.532,96.05,61.11,173.78
B2026020920_L3,L3,2026-02-09 20:00:00,Evening,Steering Column,MAT-0209-L3,Team A,233,226,215,74.76,3.488,96.75,61.76,174.24
B2026021000_L3,L3,2026-02-10 00:00:00,Night,SUV Frame,MAT-0210-L3,Team D,222,212,205,77.15,3.542,98.92,61.1,174.56
B2026021004_L3,L3,2026-02-10 04:00:00,Night,SUV Frame,MAT-0210-L3,Team A,199,189,184,77.99,3.597,99.71,61.81,175.32
B2026021008_L3,L3,2026-02-10 08:00:00,Day,SUV Frame,MAT-0210-L3,Team B,239,233,224,75.96,3.425,99.39,61.12,174.06
B2026021012_L3,L3,2026-02-10 12:00:00,Day,SUV Frame,MAT-0210-L3,Team C,185,170,165,74.62,3.446,97.11,60.74,173.72
B2026021016_L3,L3,2026-02-10 16:00:00,Evening,SUV Frame,MAT-0210-L3,Team D,212,212,201,74.38,3.479,95.14,60.98,173.85
B2026021020_L3,L3,2026-02-10 20:00:00,Evening,SUV Frame,MAT-0210-L3,Team A,182,177,170,74.63,3.562,96.33,61.39,174.67
B2026021100_L3,L3,2026-02-11 00:00:00,Night,Battery Module,MAT-0211-L3,Team D,221,211,202,77.27,3.658,98.44,61.43,175.55
B2026021104_L3,L3,2026-02-11 04:00:00,Night,Battery Module,MAT-0211-L3,Team A,230,223,210,78.23,3.603,100.62,61.6,175.01
B2026021108_L3,L3,2026-02-11 08:00:00,Day,Battery Module,MAT-0211-L3,Team B,226,228,214,75.56,3.418,99.14,61.32,174.13
B2026021112_L3,L3,2026-02-11 12:00:00,Day,Battery Module,MAT-0211-L3,Team C,238,236,226,74.12,3.445,96.25,61.47,174.12
B2026021116_L3,L3,2026-02-11 16:00:00,Evening,Battery Module,MAT-0211-L3,Team D,220,206,202,74.79,3.533,95.65,61.5,174.56
B2026021120_L3,L3,2026-02-11 20:00:00,Evening,Battery Module,MAT-0211-L3,Team A,215,209,196,74.59,3.549,96.36,61.46,174.19
B2026021200_L3,L3,2026-02-12 00:00:00,Night,Steering Column,MAT-0212-L3,Team D,203,189,178,77.28,3.585,98.74,61.83,175.6
B2026021204_L3,L3,2026-02-12 04:00:00,Night,Steering Column,MAT-0212-L3,Team A,220,212,202,78.15,3.626,100.24,61.11,175.28
B2026021208_L3,L3,2026-02-12 08:00:00,Day,Steering Column,MAT-0212-L3,Team B,193,191,184,75.83,3.523,99.23,61.34,174.47
B2026021212_L3,L3,2026-02-12 12:00:00,Day,Steering Column,MAT-0212-L3,Team C,215,206,196,74.64,3.514,96.68,61.2,173.68
B2026021216_L3,L3,2026-02-12 16:00:00,Evening,Steering Column,MAT-0212-L3,Team D,194,179,168,74.86,3.586,95.92,61.74,174.48
B2026021220_L3,L3,2026-02-12 20:00:00,Evening,Steering Column,MAT-0212-L3,Team A,206,188,180,74.96,3.546,96.27,61.35,174.19
B2026021300_L3,L3,2026-02-13 00:00:00,Night,SUV Frame,MAT-0213-L3,Team D,216,207,203,77.15,3.623,98.9,61.4,175.25
B2026021304_L3,L3,2026-02-13 04:00:00,Night,SUV Frame,MAT-0213-L3,Team A,219,207,198,77.98,3.713,100.78,61.6,176.03
B2026021308_L3,L3,2026-02-13 08:00:00,Day,SUV Frame,MAT-0213-L3,Team B,226,218,208,75.61,3.496,99.42,61.68,175.35
B2026021312_L3,L3,2026-02-13 12:00:00,Day,SUV Frame,MAT-0213-L3,Team C,203,191,184,74.15,3.489,96.59,61.29,174.53
B2026021316_L3,L3,2026-02-13 16:00:00,Evening,SUV Frame,MAT-0213-L3,Team D,220,211,198,74.88,3.582,95.83,61.72,174.2
B2026021320_L3,L3,2026-02-13 20:00:00,Evening,SUV Frame,MAT-0213-L3,Team A,198,178,165,74.68,3.594,96.03,61.53,174.29
B2026021400_L3,L3,2026-02-14 00:00:00,Night,Battery Module,MAT-0214-L3,Team D,211,192,179,77.04,3.654,98.97,61.55,175.22
B2026021404_L3,L3,2026-02-14 04:00:00,Night,Battery Module,MAT-0214-L3,Team A,215,208,197,78.58,3.694,100.0,61.8,175.7
B2026021408_L3,L3,2026-02-14 08:00:00,Day,Battery Module,MAT-0214-L3,Team B,234,218,210,75.82,3.542,99.04,61.76,174.41
B2026021412_L3,L3,2026-02-14 12:00:00,Day,Battery Module,MAT-0214-L3,Team C,198,183,173,74.42,3.565,96.78,61.7,174.69
B2026021416_L3,L3,2026-02-14 16:00:00,Evening,Battery Module,MAT-0214-L3,Team D,214,207,196,74.06,3.618,95.22,61.68,173.68
B2026021420_L3,L3,2026-02-14 20:00:00,Evening,Battery Module,MAT-0214-L3,Team A,202,195,191,74.35,3.565,96.16,61.46,173.58
B2026021500_L3,L3,2026-02-15 00:00:00,Night,Steering Column,MAT-0215-L3,Team D,188,176,167,77.48,3.67,99.19,60.92,175.22
B2026021504_L3,L3,2026-02-15 04:00:00,Night,Steering Column,MAT-0215-L3,Team A,225,208,197,78.33,3.671,100.31,61.91,176.21
B2026021508_L3,L3,2026-02-15 08:00:00,Day,Steering Column,MAT-0215-L3,Team B,239,238,229,76.16,3.519,99.38,61.62,174.85
B2026021512_L3,L3,2026-02-15 12:00:00,Day,Steering Column,MAT-0215-L3,Team C,239,232,220,74.23,3.571,97.06,61.69,174.4
B2026021516_L3,L3,2026-02-15 16:00:00,Evening,Steering Column,MAT-0215-L3,Team D,209,205,195,74.48,3.639,95.75,62.2,174.91
B2026021520_L3,L3,2026-02-15 20:00:00,Evening,Steering Column,MAT-0215-L3,Team A,196,195,187,75.04,3.635,96.28,61.4,174.03
B2026021600_L3,L3,2026-02-16 00:00:00,Night,SUV Frame,MAT-0216-L3,Team D,225,218,206,76.76,3.728,98.53,61.66,176.07
B2026021604_L3,L3,2026-02-16 04:00:00,Night,SUV Frame,MAT-0216-L3,Team A,224,210,203,77.94,3.75,100.2,62.0,176.1
B2026021608_L3,L3,2026-02-16 08:00:00,Day,SUV Frame,MAT-0216-L3,Team B,217,213,202,75.92,3.599,99.36,61.56,174.64
B2026021612_L3,L3,2026-02-16 12:00:00,Day,SUV Frame,MAT-0216-L3,Team C,231,216,209,74.07,3.565,97.02,62.06,174.26
B2026021616_L3,L3,2026-02-16 16:00:00,Evening,SUV Frame,MAT-0216-L3,Team D,200,191,177,74.09,3.689,95.52,62.22,175.84
B2026021620_L3,L3,2026-02-16 20:00:00,Evening,SUV Frame,MAT-0216-L3,Team A,210,202,192,74.84,3.66,96.28,62.29,175.33
B2026021700_L3,L3,2026-02-17 00:00:00,Night,Battery Module,MAT-0217-L3,Team D,182,170,157,77.04,3.731,98.32,61.39,174.81
B2026021704_L3,L3,2026-02-17 04:00:00,Night,Battery Module,MAT-0217-L3,Team A,223,208,197,78.57,3.703,99.93,61.76,176.02
B2026021708_L3,L3,2026-02-17 08:00:00,Day,Battery Module,MAT-0217-L3,Team B,223,214,208,75.79,3.595,98.96,61.4,173.85
B2026021712_L3,L3,2026-02-17 12:00:00,Day,Battery Module,MAT-0217-L3,Team C,233,223,214,74.59,3.55,97.16,61.45,173.84
B2026021716_L3,L3,2026-02-17 16:00:00,Evening,Battery Module,MAT-0217-L3,Team D,194,173,164,74.27,3.63,95.57,61.8,174.61
B2026021720_L3,L3,2026-02-17 20:00:00,Evening,Battery Module,MAT-0217-L3,Team A,200,186,177,74.88,3.72,95.99,61.39,174.68
B2026021800_L3,L3,2026-02-18 00:00:00,Night,Steering Column,MAT-0218-L3,Team D,195,185,178,77.41,3.696,98.54,61.89,175.58
B2026021804_L3,L3,2026-02-18 04:00:00,Night,Steering Column,MAT-0218-L3,Team A,207,190,180,78.22,3.725,99.72,61.18,175.92
B2026021808_L3,L3,2026-02-18 08:00:00,Day,Steering Column,MAT-0218-L3,Team B,221,217,208,75.81,3.653,98.67,61.52,175.22
B2026021812_L3,L3,2026-02-18 12:00:00,Day,Steering Column,MAT-0218-L3,Team C,209,207,193,74.63,3.611,97.06,62.03,174.38
B2026021816_L3,L3,2026-02-18 16:00:00,Evening,Steering Column,MAT-0218-L3,Team D,185,168,159,73.85,3.668,95.61,61.97,174.9
B2026021820_L3,L3,2026-02-18 20:00:00,Evening,Steering Column,MAT-0218-L3,Team A,223,215,201,74.92,3.731,96.38,62.46,175.61
B2026021900_L3,L3,2026-02-19 00:00:00,Night,SUV Frame,MAT-0219-L3,Team D,237,225,217,77.19,3.723,98.62,61.88,176.16
B2026021904_L3,L3,2026-02-19 04:00:00,Night,SUV Frame,MAT-0219-L3,Team A,228,215,208,78.56,3.818,99.82,61.59,176.73
B2026021908_L3,L3,2026-02-19 08:00:00,Day,SUV Frame,MAT-0219-L3,Team B,227,216,206,75.9,3.623,99.68,61.94,175.07
B2026021912_L3,L3,2026-02-19 12:00:00,Day,SUV Frame,MAT-0219-L3,Team C,209,207,199,74.23,3.605,96.57,61.12,173.98
B2026021916_L3,L3,2026-02-19 16:00:00,Evening,SUV Frame,MAT-0219-L3,Team D,226,222,211,74.58,3.651,95.66,61.5,174.18
B2026021920_L3,L3,2026-02-19 20:00:00,Evening,SUV Frame,MAT-0219-L3,Team A,198,189,183,74.95,3.715,95.98,61.4,175.23
B2026022000_L3,L3,2026-02-20 00:00:00,Night,Battery Module,MAT-0220-L3,Team D,226,218,209,76.89,3.797,98.56,61.82,175.27
B2026022004_L3,L3,2026-02-20 04:00:00,Night,Battery Module,MAT-0220-L3,Team A,204,194,189,78.35,3.824,99.98,61.8,176.17
B2026022008_L3,L3,2026-02-20 08:00:00,Day,Battery Module,MAT-0220-L3,Team B,204,207,196,75.72,3.661,99.0,62.11,175.43
B2026022012_L3,L3,2026-02-20 12:00:00,Day,Battery Module,MAT-0220-L3,Team C,212,205,193,74.15,3.657,96.8,61.8,175.27
B2026022016_L3,L3,2026-02-20 16:00:00,Evening,Battery Module,MAT-0220-L3,Team D,192,185,173,74.23,3.733,95.43,61.48,174.69
B2026022020_L3,L3,2026-02-20 20:00:00,Evening,Battery Module,MAT-0220-L3,Team A,180,181,172,75.19,3.756,96.72,61.43,174.09
B2026022100_L3,L3,2026-02-21 00:00:00,Night,Steering Column,MAT-0221-L3,Team D,207,196,189,77.04,3.803,98.76,62.6,176.91
B2026022104_L3,L3,2026-02-21 04:00:00,Night,Steering Column,MAT-0221-L3,Team A,197,189,173,78.03,3.787,99.72,62.09,174.98
B2026022108_L3,L3,2026-02-21 08:00:00,Day,Steering Column,MAT-0221-L3,Team B,223,214,203,75.99,3.592,98.57,61.95,175.14
B2026022112_L3,L3,2026-02-21 12:00:00,Day,Steering Column,MAT-0221-L3,Team C,235,227,214,74.62,3.622,96.77,62.01,174.92
B2026022116_L3,L3,2026-02-21 16:00:00,Evening,Steering Column,MAT-0221-L3,Team D,235,220,207,74.42,3.741,94.75,61.76,174.55
B2026022120_L3,L3,2026-02-21 20:00:00,Evening,Steering Column,MAT-0221-L3,Team A,205,196,188,74.47,3.691,96.32,62.41,174.87
B2026022200_L3,L3,2026-02-22 00:00:00,Night,SUV Frame,MAT-0222-L3,Team D,180,170,158,77.06,3.846,98.89,61.74,175.41
B2026022204_L3,L3,2026-02-22 04:00:00,Night,SUV Frame,MAT-0222-L3,Team A,239,229,220,78.1,3.818,99.69,61.55,175.68
B2026022208_L3,L3,2026-02-22 08:00:00,Day,SUV Frame,MAT-0222-L3,Team B,181,175,166,75.79,3.649,98.92,62.56,175.5
B2026022212_L3,L3,2026-02-22 12:00:00,Day,SUV Frame,MAT-0222-L3,Team C,213,203,193,74.55,3.685,97.08,62.2,174.92
B2026022216_L3,L3,2026-02-22 16:00:00,Evening,SUV Frame,MAT-0222-L3,Team D,202,192,182,74.18,3.785,95.3,61.87,175.02
B2026022220_L3,L3,2026-02-22 20:00:00,Evening,SUV Frame,MAT-0222-L3,Team A,226,216,204,75.07,3.829,96.32,62.37,175.39
B2026022300_L3,L3,2026-02-23 00:00:00,Night,Battery Module,MAT-0223-L3,Team D,213,195,185,77.75,3.893,97.93,61.71,175.58
B2026022304_L3,L3,2026-02-23 04:00:00,Night,Battery Module,MAT-0223-L3,Team A,220,211,198,78.48,3.854,100.0,62.05,175.63
B2026022308_L3,L3,2026-02-23 08:00:00,Day,Battery Module,MAT-0223-L3,Team B,212,210,205,76.12,3.677,99.21,62.39,176.17
B2026022312_L3,L3,2026-02-23 12:00:00,Day,Battery Module,MAT-0223-L3,Team C,217,205,194,74.28,3.67,96.75,62.26,174.5
B2026022316_L3,L3,2026-02-23 16:00:00,Evening,Battery Module,MAT-0223-L3,Team D,210,196,187,74.14,3.787,94.96,62.04,174.77
B2026022320_L3,L3,2026-02-23 20:00:00,Evening,Battery Module,MAT-0223-L3,Team A,192,182,169,74.98,3.796,96.46,61.83,174.74
B2026022400_L3,L3,2026-02-24 00:00:00,Night,Steering Column,MAT-0224-L3,Team D,239,227,222,77.4,3.811,98.22,62.16,175.98
B2026022404_L3,L3,2026-02-24 04:00:00,Night,Steering Column,MAT-0224-L3,Team A,237,224,213,78.33,3.83,100.28,62.15,175.91
B2026022408_L3,L3,2026-02-24 08:00:00,Day,Steering Column,MAT-0224-L3,Team B,219,210,198,75.89,3.701,98.74,62.1,175.34
B2026022412_L3,L3,2026-02-24 12:00:00,Day,Steering Column,MAT-0224-L3,Team C,218,213,202,74.23,3.706,96.43,62.12,174.86
B2026022416_L3,L3,2026-02-24 16:00:00,Evening,Steering Column,MAT-0224-L3,Team D,227,209,200,74.21,3.815,95.5,62.24,175.34
B2026022420_L3,L3,2026-02-24 20:00:00,Evening,Steering Column,MAT-0224-L3,Team A,232,215,203,75.02,3.747,96.44,61.96,176.0
B2026022500_L3,L3,2026-02-25 00:00:00,Night,SUV Frame,MAT-0225-L3,Team D,222,209,199,77.49,3.911,98.78,61.83,176.47
B2026022504_L3,L3,2026-02-25 04:00:00,Night,SUV Frame,MAT-0225-L3,Team A,225,208,193,78.24,3.883,99.94,62.32,176.56
B2026022508_L3,L3,2026-02-25 08:00:00,Day,SUV Frame,MAT-0225-L3,Team B,208,187,175,75.67,3.785,99.39,62.39,175.48
B2026022512_L3,L3,2026-02-25 12:00:00,Day,SUV Frame,MAT-0225-L3,Team C,184,174,164,74.03,3.744,96.75,62.47,175.06
B2026022516_L3,L3,2026-02-25 16:00:00,Evening,SUV Frame,MAT-0225-L3,Team D,228,215,201,74.49,3.841,95.47,62.78,175.7
B2026022520_L3,L3,2026-02-25 20:00:00,Evening,SUV Frame,MAT-0225-L3,Team A,215,201,193,74.69,3.842,96.14,62.06,175.72
B2026022600_L3,L3,2026-02-26 00:00:00,Night,Battery Module,MAT-0226-L3,Team D,234,227,222,77.68,3.911,98.97,62.4,176.66
B2026022604_L3,L3,2026-02-26 04:00:00,Night,Battery Module,MAT-0226-L3,Team A,206,197,185,78.16,3.875,99.63,62.59,177.26
B2026022608_L3,L3,2026-02-26 08:00:00,Day,Battery Module,MAT-0226-L3,Team B,219,204,193,75.88,3.725,98.99,62.67,175.84
B2026022612_L3,L3,2026-02-26 12:00:00,Day,Battery Module,MAT-0226-L3,Team C,205,185,176,74.23,3.712,96.75,62.72,174.96
B2026022616_L3,L3,2026-02-26 16:00:00,Evening,Battery Module,MAT-0226-L3,Team D,226,210,200,74.43,3.892,95.6,62.25,175.4
B2026022620_L3,L3,2026-02-26 20:00:00,Evening,Battery Module,MAT-0226-L3,Team A,182,171,158,74.8,3.848,95.73,61.93,175.29
B2026022700_L3,L3,2026-02-27 00:00:00,Night,Steering Column,MAT-0227-L3,Team D,182,174,165,77.67,3.924,97.92,62.69,176.92
B2026022704_L3,L3,2026-02-27 04:00:00,Night,Steering Column,MAT-0227-L3,Team A,199,198,194,78.31,3.905,99.76,62.11,176.54
B2026022708_L3,L3,2026-02-27 08:00:00,Day,Steering Column,MAT-0227-L3,Team B,208,197,192,75.91,3.806,98.92,62.29,176.06
B2026022712_L3,L3,2026-02-27 12:00:00,Day,Steering Column,MAT-0227-L3,Team C,206,195,183,74.39,3.788,95.78,61.85,174.89
B2026022716_L3,L3,2026-02-27 16:00:00,Evening,Steering Column,MAT-0227-L3,Team D,192,184,175,73.8,3.851,95.13,62.62,175.76
B2026022720_L3,L3,2026-02-27 20:00:00,Evening,Steering Column,MAT-0227-L3,Team A,211,200,196,75.12,3.905,96.07,61.28,176.02
B2026022800_L3,L3,2026-02-28 00:00:00,Night,SUV Frame,MAT-0228-L3,Team D,198,190,180,77.37,3.931,98.23,62.01,176.11
B2026022804_L3,L3,2026-02-28 04:00:00,Night,SUV Frame,MAT-0228-L3,Team A,234,232,221,78.23,3.916,100.08,62.67,176.55
B2026022808_L3,L3,2026-02-28 08:00:00,Day,SUV Frame,MAT-0228-L3,Team B,188,177,167,75.82,3.781,98.89,62.33,175.34
B2026022812_L3,L3,2026-02-28 12:00:00,Day,SUV Frame,MAT-0228-L3,Team C,231,221,211,74.16,3.79,96.58,62.97,176.11
B2026022816_L3,L3,2026-02-28 16:00:00,Evening,SUV Frame,MAT-0228-L3,Team D,186,175,165,74.4,3.863,95.38,62.63,175.54
B2026022820_L3,L3,2026-02-28 20:00:00,Evening,SUV Frame,MAT-0228-L3,Team A,217,213,207,74.55,3.93,96.05,62.85,176.13
B2026030100_L3,L3,2026-03-01 00:00:00,Night,SUV Frame,MAT-0301-L3,Team D,211,205,193,77.44,3.974,97.96,62.14,175.83
B2026030104_L3,L3,2026-03-01 04:00:00,Night,SUV Frame,MAT-0301-L3,Team A,232,217,207,78.25,3.969,99.38,62.57,177.07
B2026030108_L3,L3,2026-03-01 08:00:00,Day,SUV Frame,MAT-0301-L3,Team B,186,169,158,75.93,3.801,98.28,63.05,176.05
B2026030112_L3,L3,2026-03-01 12:00:00,Day,SUV Frame,MAT-0301-L3,Team C,182,171,160,74.31,3.837,96.3,62.53,176.65
B2026030116_L3,L3,2026-03-01 16:00:00,Evening,SUV Frame,MAT-0301-L3,Team D,202,209,196,73.9,3.931,95.52,62.14,175.41
B2026030120_L3,L3,2026-03-01 20:00:00,Evening,SUV Frame,MAT-0301-L3,Team A,210,204,188,75.08,3.925,96.56,62.34,175.83
